"","(Intercept)","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","OverallQual","TotalBsmtSF","GrLivArea","KitchenQualFa","KitchenQualGd","KitchenQualTA","GarageArea","BsmtFinSF1","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1NoBasement","BsmtFinType1Rec","BsmtFinType1Unf","OverallCond","LotArea","X1stFlrSF"
"833",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,938.589658950783,1826.11604134724,0,1,0,613,482.027315099676,0,1,0,0,0,0,6,9546.94634315856,937.99259288921
"567",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1119.58965895078,2501.11604134724,0,0,0,656,-0.972684900323611,0,0,0,0,0,1,5,11196.9463431586,1130.99259288921
"31",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,646.589658950783,1314.11604134724,0,0,1,250,-0.972684900323611,0,0,0,0,0,1,4,8498.94634315856,645.99259288921
"1445",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1419.58965895078,1419.11604134724,0,1,0,626,-0.972684900323611,0,0,0,0,0,1,5,8498.94634315856,1418.99259288921
"1290",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1082.58965895078,1967.11604134724,0,0,0,753,-0.972684900323611,0,0,0,0,0,1,5,11063.9463431586,1116.99259288921
"68",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1450.58965895078,1476.11604134724,0,1,0,558,1012.02731509968,0,1,0,0,0,0,5,10663.9463431586,1475.99259288921
"1226",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,585.589658950783,1135.11604134724,0,0,1,264,506.027315099676,0,1,0,0,0,0,8,10480.9463431586,1134.99259288921
"838",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,480.589658950783,984.116041347238,0,0,1,264,329.027315099676,1,0,0,0,0,0,5,1678.94634315856,479.99259288921
"1407",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,765.589658950783,765.116041347238,0,0,1,396,655.027315099676,0,1,0,0,0,0,7,8443.94634315856,764.99259288921
"1355",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,989.589658950783,1862.11604134724,0,1,0,839,734.027315099676,0,1,0,0,0,0,5,10314.9463431586,988.99259288921
"211",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,861.589658950783,861.116041347238,0,0,1,0,467.027315099676,0,0,0,0,1,0,6,5602.94634315856,860.99259288921
"1412",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,853.589658950783,1665.11604134724,0,0,1,271,119.027315099676,1,0,0,0,0,0,8,9598.94634315856,1108.99259288921
"1180",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.41034104921716,1121.11604134724,0,0,1,0,-0.972684900323611,0,0,0,1,0,0,5,8333.94634315856,1120.99259288921
"718",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1173.58965895078,1175.11604134724,0,1,0,439,1083.02731509968,1,0,0,0,0,0,6,9998.94634315856,1174.99259288921
"560",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1371.58965895078,1554.11604134724,0,1,0,420,-0.972684900323611,0,0,0,0,0,1,5,3194.94634315856,1553.99259288921
"414",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1005.58965895078,1025.11604134724,0,0,1,360,-0.972684900323611,0,0,0,0,0,1,6,8958.94634315856,1024.99259288921
"1228",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,909.589658950783,909.116041347238,0,1,0,576,594.027315099676,0,0,0,0,0,0,8,8870.94634315856,908.99259288921
"1437",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,861.589658950783,861.116041347238,0,0,1,528,615.027315099676,0,0,0,0,0,0,6,8998.94634315856,860.99259288921
"387",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,655.589658950783,1181.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,3,8408.94634315856,654.99259288921
"699",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,891.589658950783,891.116041347238,0,0,1,336,552.027315099676,0,1,0,0,0,0,8,8448.94634315856,890.99259288921
"796",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,647.589658950783,1561.11604134724,0,0,1,476,-0.972684900323611,0,0,0,0,0,1,6,8398.94634315856,884.99259288921
"127",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1075.58965895078,955.116041347238,0,0,1,440,119.027315099676,0,0,0,0,0,0,5,4926.94634315856,954.99259288921
"1275",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,658.589658950783,1247.11604134724,0,0,1,552,-0.972684900323611,0,0,0,0,0,1,6,5360.94634315856,657.99259288921
"834",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1513.58965895078,1513.11604134724,0,0,1,472,195.027315099676,0,0,0,0,1,0,6,10002.9463431586,1512.99259288921
"832",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,597.589658950783,1197.11604134724,0,1,0,480,-0.972684900323611,0,0,0,0,0,1,5,3178.94634315856,516.99259288921
"1017",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1501.58965895078,1501.11604134724,0,1,0,478,689.027315099676,0,1,0,0,0,0,5,11881.9463431586,1500.99259288921
"336",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1496.58965895078,1783.11604134724,0,0,1,529,1248.02731509968,0,0,0,0,0,0,6,164658.946343159,1615.99259288921
"809",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1021.58965895078,1083.11604134724,0,0,1,484,515.027315099676,0,0,0,0,0,0,5,13398.9463431586,1082.99259288921
"1286",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,777.589658950783,1409.11604134724,0,0,1,280,-0.972684900323611,0,0,0,0,0,1,6,5998.94634315856,821.99259288921
"1163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,891.589658950783,891.116041347238,0,0,1,450,491.027315099676,1,0,0,0,0,0,5,8722.94634315856,890.99259288921
"1455",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1218.58965895078,1218.11604134724,0,1,0,400,409.027315099676,0,1,0,0,0,0,5,7498.94634315856,1217.99259288921
"954",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,781.589658950783,1965.11604134724,0,0,1,530,561.027315099676,0,0,0,0,0,0,4,11073.9463431586,1164.99259288921
"988",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1927.58965895078,1937.11604134724,0,0,0,606,1645.02731509968,0,1,0,0,0,0,5,10157.9463431586,1936.99259288921
"1000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1184.58965895078,1205.11604134724,0,1,0,632,685.027315099676,0,1,0,0,0,0,5,6760.94634315856,1204.99259288921
"343",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.41034104921716,1037.11604134724,0,0,1,400,-0.972684900323611,0,0,0,1,0,0,4,8542.94634315856,1036.99259288921
"129",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,657.589658950783,1345.11604134724,0,0,1,453,511.027315099676,1,0,0,0,0,0,5,7588.94634315856,656.99259288921
"287",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,909.589658950783,1731.11604134724,0,1,0,440,599.027315099676,0,0,0,0,1,0,7,9784.94634315856,1081.99259288921
"527",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,925.589658950783,925.116041347238,0,0,1,252,376.027315099676,0,0,0,0,1,0,7,13298.9463431586,924.99259288921
"49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,733.589658950783,1449.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,5,4454.94634315856,732.99259288921
"714",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,957.589658950783,957.116041347238,0,0,1,576,788.027315099676,0,0,0,0,0,0,5,9871.94634315856,956.99259288921
"178",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1049.58965895078,1917.11604134724,0,1,0,451,56.0273150996764,0,0,0,0,0,0,5,13648.9463431586,1248.99259288921
"1094",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,861.589658950783,1197.11604134724,0,1,0,884,660.027315099676,0,1,0,0,0,0,8,9228.94634315856,1196.99259288921
"114",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1806.58965895078,2256.11604134724,0,1,0,450,34.0273150996764,0,0,0,0,0,0,5,20998.9463431586,2255.99259288921
"271",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1092.58965895078,1936.11604134724,0,1,0,1053,-0.972684900323611,0,0,0,0,0,1,5,10726.9463431586,1091.99259288921
"518",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1261.58965895078,2341.11604134724,0,1,0,889,-0.972684900323611,0,0,0,0,0,1,5,10206.9463431586,1273.99259288921
"213",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,897.589658950783,1849.11604134724,0,1,0,644,821.027315099676,0,1,0,0,0,0,5,8638.94634315856,928.99259288921
"528",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1449.58965895078,2710.11604134724,0,0,0,858,1329.02731509968,0,1,0,0,0,0,5,14946.9463431586,1472.99259288921
"1209",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,928.589658950783,1280.11604134724,0,0,1,506,503.027315099676,0,0,0,0,1,0,7,7761.94634315856,1279.99259288921
"938",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1110.58965895078,1968.11604134724,0,1,0,689,340.027315099676,0,1,0,0,0,0,5,9673.94634315856,1109.99259288921
"992",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,913.589658950783,1739.11604134724,0,1,0,424,215.027315099676,1,0,0,0,0,0,9,17669.9463431586,912.99259288921
"896",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,777.589658950783,1793.11604134724,0,0,1,483,399.027315099676,1,0,0,0,0,0,5,7054.94634315856,979.99259288921
"1447",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1185.58965895078,1185.11604134724,0,0,1,312,592.027315099676,0,0,0,0,1,0,7,26140.9463431586,1184.99259288921
"684",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1623.58965895078,1665.11604134724,0,1,0,702,1058.02731509968,0,1,0,0,0,0,5,11246.9463431586,1664.99259288921
"1006",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,982.589658950783,982.116041347238,0,0,1,328,594.027315099676,0,1,0,0,0,0,8,8383.94634315856,981.99259288921
"826",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2075.58965895078,2081.11604134724,0,0,0,1220,1635.02731509968,0,1,0,0,0,0,5,14801.9463431586,2080.99259288921
"1367",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,870.589658950783,1787.11604134724,0,1,0,588,632.027315099676,0,1,0,0,0,0,5,9177.94634315856,878.99259288921
"1021",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1129.58965895078,1129.11604134724,0,1,0,451,1023.02731509968,0,1,0,0,0,0,5,7022.94634315856,1128.99259288921
"1153",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1070.58965895078,1808.11604134724,0,0,0,470,295.027315099676,0,0,0,0,0,0,7,14113.9463431586,1807.99259288921
"1432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,955.589658950783,955.116041347238,0,0,1,440,957.027315099676,0,0,1,0,0,0,6,4926.94634315856,954.99259288921
"1318",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1349.58965895078,1349.11604134724,0,1,0,466,-0.972684900323611,0,0,0,0,0,1,5,4228.94634315856,1348.99259288921
"247",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1017.58965895078,1925.11604134724,1,0,0,440,-0.972684900323611,0,0,0,0,0,1,8,9140.94634315856,904.99259288921
"1090",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1244.58965895078,1244.11604134724,0,1,0,550,1038.02731509968,0,1,0,0,0,0,5,3314.94634315856,1243.99259288921
"1064",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1100.58965895078,1100.11604134724,0,1,0,440,396.027315099676,1,0,0,0,0,0,6,5998.94634315856,1099.99259288921
"645",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1763.58965895078,1763.11604134724,0,0,0,478,1120.02731509968,0,1,0,0,0,0,5,9185.94634315856,1762.99259288921
"183",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.41034104921716,1337.11604134724,0,0,1,252,-0.972684900323611,0,0,0,1,0,0,6,9058.94634315856,1336.99259288921
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1057.58965895078,1057.11604134724,0,1,0,270,187.027315099676,0,0,0,0,1,0,8,8244.94634315856,1056.99259288921
"700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1388.58965895078,1388.11604134724,0,1,0,530,15.0273150996764,0,1,0,0,0,0,5,4280.94634315856,1387.99259288921
"555",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,995.589658950783,2043.11604134724,0,1,0,871,865.027315099676,0,1,0,0,0,0,5,10623.9463431586,1002.99259288921
"1053",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,813.589658950783,1974.11604134724,0,0,1,540,441.027315099676,0,0,0,0,1,0,6,9498.94634315856,1123.99259288921
"547",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1062.58965895078,1632.11604134724,0,0,1,440,299.027315099676,0,0,0,0,1,0,7,8735.94634315856,911.99259288921
"1332",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,908.589658950783,951.116041347238,0,0,1,576,482.027315099676,0,0,0,0,0,0,5,10778.9463431586,950.99259288921
"292",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,777.589658950783,1713.11604134724,1,0,0,0,209.027315099676,0,0,0,0,1,0,6,5685.94634315856,932.99259288921
"940",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1029.58965895078,2400.11604134724,0,0,1,349,-0.972684900323611,0,0,0,0,0,1,7,24088.9463431586,1203.99259288921
"457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,621.589658950783,1341.11604134724,0,0,1,513,-0.972684900323611,0,0,0,0,0,1,5,4569.94634315856,620.99259288921
"1192",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,773.589658950783,1438.11604134724,0,1,0,492,-0.972684900323611,0,0,0,0,0,1,5,2643.94634315856,760.99259288921
"156",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,569.589658950783,1093.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,5,9598.94634315856,568.99259288921
"990",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,767.589658950783,1573.11604134724,0,1,0,614,-0.972684900323611,0,0,0,0,0,1,5,8123.94634315856,774.99259288921
"602",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,777.589658950783,1372.11604134724,0,1,0,544,-0.972684900323611,0,0,0,0,0,1,6,8998.94634315856,776.99259288921
"693",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1207.58965895078,2516.11604134724,0,1,0,628,964.027315099676,0,1,0,0,0,0,5,26176.9463431586,1234.99259288921
"297",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,907.589658950783,1555.11604134724,0,0,1,282,419.027315099676,1,0,0,0,0,0,5,13708.9463431586,906.99259288921
"637",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,261.589658950783,797.116041347238,1,0,0,0,-0.972684900323611,0,0,0,0,0,1,3,6118.94634315856,796.99259288921
"47",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1431.58965895078,2146.11604134724,0,1,0,670,1350.02731509968,0,1,0,0,0,0,5,12820.9463431586,1514.99259288921
"496",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,717.589658950783,717.116041347238,0,0,1,0,494.027315099676,0,0,0,0,1,0,5,7877.94634315856,716.99259288921
"284",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1465.58965895078,1465.11604134724,0,1,0,898,-0.972684900323611,0,0,0,0,0,1,5,9610.94634315856,1464.99259288921
"467",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1274.58965895078,1274.11604134724,0,0,1,526,777.027315099676,0,1,0,0,0,0,5,10626.9463431586,1273.99259288921
"724",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,938.589658950783,1467.11604134724,0,0,1,548,-0.972684900323611,0,0,0,0,0,1,6,8170.94634315856,993.99259288921
"1068",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,777.589658950783,1608.11604134724,0,0,1,442,673.027315099676,0,1,0,0,0,0,6,9758.94634315856,794.99259288921
"806",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1414.58965895078,1425.11604134724,0,0,0,554,-0.972684900323611,0,0,0,0,0,1,5,12272.9463431586,1424.99259288921
"530",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2032.58965895078,2512.11604134724,0,0,1,484,1218.02731509968,0,0,0,0,1,0,3,32666.9463431586,2511.99259288921
"1414",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1841.58965895078,1841.11604134724,0,1,0,620,975.027315099676,0,1,0,0,0,0,5,10992.9463431586,1840.99259288921
"412",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1053.58965895078,1053.11604134724,0,0,1,572,1055.02731509968,0,0,0,0,1,0,5,34648.9463431586,1052.99259288921
"651",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,810.589658950783,1662.11604134724,0,1,0,562,-0.972684900323611,0,0,0,0,0,1,6,8123.94634315856,818.99259288921
"862",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1036.58965895078,1036.11604134724,0,0,1,504,840.027315099676,1,0,0,0,0,0,4,11623.9463431586,1035.99259288921
"394",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,785.589658950783,785.116041347238,0,0,1,0,265.027315099676,0,0,0,0,1,0,5,7444.94634315856,784.99259288921
"329",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,841.589658950783,2131.11604134724,0,1,0,441,-0.972684900323611,0,0,0,0,0,1,6,11886.9463431586,1441.99259288921
"794",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1493.58965895078,1493.11604134724,0,1,0,474,-0.972684900323611,0,0,0,0,0,1,5,9156.94634315856,1492.99259288921
"97",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1585.58965895078,1585.11604134724,0,1,0,472,1161.02731509968,0,0,0,0,0,0,5,10262.9463431586,1584.99259288921
"233",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,480.589658950783,984.116041347238,0,0,1,288,-0.972684900323611,0,0,0,0,0,1,5,1678.94634315856,479.99259288921
"892",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,915.589658950783,1680.11604134724,0,0,1,440,225.027315099676,0,0,1,0,0,0,5,11182.9463431586,914.99259288921
"869",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.41034104921716,2317.11604134724,0,0,1,672,-0.972684900323611,0,0,0,1,0,0,6,14760.9463431586,1543.99259288921
"605",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1491.58965895078,1491.11604134724,0,1,0,530,921.027315099676,0,1,0,0,0,0,5,12801.9463431586,1490.99259288921
"112",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,381.589658950783,1427.11604134724,0,0,1,400,249.027315099676,0,1,0,0,0,0,5,7748.94634315856,770.99259288921
"400",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1089.58965895078,1547.11604134724,0,1,0,438,811.027315099676,0,1,0,0,0,0,5,8123.94634315856,1108.99259288921
"1294",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,829.589658950783,1661.11604134724,0,0,1,528,193.027315099676,0,1,0,0,0,0,5,10138.9463431586,828.99259288921
"985",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.41034104921716,1731.11604134724,0,1,0,539,-0.972684900323611,0,0,0,1,0,0,5,10123.9463431586,1298.99259288921
"889",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2214.58965895078,2214.11604134724,0,1,0,621,350.027315099676,0,0,0,0,0,0,6,15863.9463431586,2213.99259288921
"1046",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.41034104921716,1730.11604134724,0,0,1,452,-0.972684900323611,0,0,0,1,0,0,5,13678.9463431586,1729.99259288921
"906",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1053.58965895078,1060.11604134724,0,0,1,280,353.027315099676,0,0,0,0,1,0,5,9918.94634315856,1059.99259288921
"931",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1463.58965895078,1463.11604134724,0,1,0,610,15.0273150996764,0,1,0,0,0,0,5,8923.94634315856,1462.99259288921
"62",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,527.589658950783,1108.11604134724,1,0,0,288,-0.972684900323611,0,0,0,0,0,1,7,7198.94634315856,577.99259288921
"1075",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1237.58965895078,1237.11604134724,0,1,0,826,-0.972684900323611,0,0,0,0,0,1,5,8554.94634315856,1236.99259288921
"629",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1037.58965895078,2077.11604134724,1,0,0,504,649.027315099676,0,0,0,0,1,0,5,11604.9463431586,1036.99259288921
"458",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1361.58965895078,1660.11604134724,0,1,0,529,1115.02731509968,1,0,0,0,0,0,6,53225.9463431586,1659.99259288921
"1238",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,844.589658950783,1945.11604134724,0,1,0,434,-0.972684900323611,0,0,0,0,0,1,5,12391.9463431586,843.99259288921
"1129",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,844.589658950783,1956.11604134724,0,1,0,434,-0.972684900323611,0,0,0,0,0,1,5,11794.9463431586,843.99259288921
"800",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,728.589658950783,1765.11604134724,0,1,0,240,568.027315099676,0,0,0,0,0,0,7,7198.94634315856,977.99259288921
